model,rank,num_layers,batch_size,lambda,topK,learning_rate,epoch,Clicks,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCF,200,1,1024,0.001,,0.001,50,"[3.5459, 0.0329]","[0.0148, 0.0008]","[0.0155, 0.0007]","[0.0154, 0.0006]","[0.0114, 0.0011]","[0.0136, 0.0004]","[0.1153, 0.0028]","[0.0183, 0.0007]","[0.0159, 0.0006]","[0.0147, 0.0005]","[0.0142, 0.0009]","[0.0106, 0.0002]","[0.0115, 0.0017]","[0.1398, 0.0059]","[0.1741, 0.0064]","[0.2118, 0.0068]","[0.0505, 0.0036]","[0.3751, 0.008]"
NCF,200,1,1024,0.01,,0.0001,50,"[3.2043, 0.0328]","[0.017, 0.0009]","[0.0177, 0.0008]","[0.0178, 0.0007]","[0.0146, 0.0011]","[0.0167, 0.0004]","[0.1448, 0.0027]","[0.0196, 0.0008]","[0.0186, 0.0006]","[0.0178, 0.0005]","[0.0191, 0.0011]","[0.014, 0.0003]","[0.0102, 0.0013]","[0.1337, 0.0056]","[0.1966, 0.0066]","[0.2497, 0.0072]","[0.0663, 0.0041]","[0.4978, 0.0083]"
NCF,200,1,1024,0.01,,0.0005,50,"[2.1055, 0.0356]","[0.0699, 0.0019]","[0.0613, 0.0015]","[0.0553, 0.0013]","[0.0831, 0.0028]","[0.0372, 0.0007]","[0.2954, 0.0048]","[0.0501, 0.0011]","[0.0411, 0.0008]","[0.0351, 0.0007]","[0.0682, 0.0019]","[0.0194, 0.0003]","[0.1007, 0.0048]","[0.3647, 0.008]","[0.4399, 0.0082]","[0.4996, 0.0083]","[0.2489, 0.0072]","[0.6882, 0.0077]"
NCF,200,1,1024,0.01,,0.001,50,"[2.0861, 0.0355]","[0.0709, 0.0019]","[0.062, 0.0015]","[0.0559, 0.0013]","[0.0841, 0.0028]","[0.0377, 0.0007]","[0.2979, 0.0049]","[0.0496, 0.0011]","[0.041, 0.0008]","[0.0355, 0.0006]","[0.0692, 0.0019]","[0.0195, 0.0003]","[0.1059, 0.0049]","[0.3609, 0.0079]","[0.4421, 0.0082]","[0.5116, 0.0083]","[0.2503, 0.0072]","[0.6912, 0.0077]"
NCF,200,1,1024,0.1,,0.0001,50,"[1.9869, 0.0358]","[0.0803, 0.0021]","[0.0698, 0.0017]","[0.0624, 0.0014]","[0.0969, 0.0031]","[0.0405, 0.0007]","[0.3181, 0.0051]","[0.056, 0.0012]","[0.0447, 0.0008]","[0.0372, 0.0007]","[0.0745, 0.002]","[0.0197, 0.0003]","[0.1261, 0.0053]","[0.4034, 0.0081]","[0.4879, 0.0083]","[0.538, 0.0083]","[0.2648, 0.0073]","[0.7005, 0.0076]"
NCF,200,1,1024,0.1,,0.0005,50,"[2.0856, 0.0358]","[0.0684, 0.0019]","[0.0608, 0.0015]","[0.0552, 0.0013]","[0.0798, 0.0027]","[0.0372, 0.0007]","[0.287, 0.0045]","[0.0509, 0.0011]","[0.0424, 0.0008]","[0.0364, 0.0006]","[0.0675, 0.0019]","[0.0191, 0.0003]","[0.0811, 0.0042]","[0.3693, 0.008]","[0.4562, 0.0083]","[0.5278, 0.0083]","[0.2432, 0.0071]","[0.6828, 0.0077]"
NCF,200,1,1024,0.1,,0.001,50,"[2.3463, 0.0357]","[0.0513, 0.0016]","[0.0471, 0.0013]","[0.0438, 0.0011]","[0.0568, 0.0022]","[0.0314, 0.0006]","[0.2462, 0.0041]","[0.0424, 0.0011]","[0.0372, 0.0008]","[0.032, 0.0006]","[0.0542, 0.0017]","[0.0181, 0.0003]","[0.0538, 0.0034]","[0.3039, 0.0076]","[0.4009, 0.0081]","[0.4621, 0.0083]","[0.1983, 0.0066]","[0.6425, 0.0079]"
NCF,200,1,1024,1.0,,0.0001,50,"[4.0001, 0.0339]","[0.0333, 0.0014]","[0.0272, 0.0011]","[0.0231, 0.0009]","[0.0424, 0.002]","[0.0133, 0.0005]","[0.1074, 0.0041]","[0.0189, 0.0007]","[0.0129, 0.0005]","[0.0099, 0.0004]","[0.0349, 0.0014]","[0.0052, 0.0002]","[0.0401, 0.0031]","[0.1541, 0.0062]","[0.1554, 0.0062]","[0.1587, 0.0062]","[0.1402, 0.0059]","[0.1942, 0.0067]"
NCF,200,1,1024,1.0,,0.0005,50,"[4.4168, 0.025]","[0.0113, 0.0009]","[0.01, 0.0007]","[0.009, 0.0006]","[0.0152, 0.0014]","[0.0063, 0.0003]","[0.053, 0.0028]","[0.0078, 0.0005]","[0.0067, 0.0004]","[0.0056, 0.0003]","[0.0087, 0.0007]","[0.004, 0.0002]","[0.0218, 0.0023]","[0.0526, 0.0037]","[0.0697, 0.0042]","[0.0755, 0.0044]","[0.0304, 0.0028]","[0.1267, 0.0054]"
NCF,200,1,1024,1.0,,0.001,50,"[4.5257, 0.0227]","[0.0114, 0.001]","[0.0093, 0.0007]","[0.0081, 0.0006]","[0.0159, 0.0014]","[0.0055, 0.0003]","[0.0471, 0.0027]","[0.0059, 0.0005]","[0.0047, 0.0003]","[0.0042, 0.0003]","[0.0095, 0.0008]","[0.0035, 0.0002]","[0.0221, 0.0023]","[0.0373, 0.0031]","[0.0433, 0.0033]","[0.052, 0.0036]","[0.0319, 0.0029]","[0.1072, 0.005]"
NCF,200,1,1024,10.0,,0.0001,50,"[3.5475, 0.0351]","[0.024, 0.0012]","[0.023, 0.0009]","[0.0216, 0.0008]","[0.024, 0.0016]","[0.0157, 0.0005]","[0.1212, 0.0034]","[0.024, 0.0008]","[0.0193, 0.0006]","[0.0163, 0.0005]","[0.0229, 0.0012]","[0.0093, 0.0002]","[0.0267, 0.0025]","[0.1716, 0.0063]","[0.2081, 0.0068]","[0.2318, 0.007]","[0.0744, 0.0043]","[0.3287, 0.0077]"
NCF,200,1,1024,10.0,,0.0005,50,"[3.585, 0.0341]","[0.0329, 0.0015]","[0.0276, 0.0012]","[0.0244, 0.001]","[0.0444, 0.0023]","[0.0166, 0.0005]","[0.1456, 0.0043]","[0.0188, 0.0008]","[0.0158, 0.0006]","[0.0141, 0.0005]","[0.0278, 0.0013]","[0.0099, 0.0002]","[0.0592, 0.0038]","[0.1353, 0.0057]","[0.1642, 0.0061]","[0.196, 0.0066]","[0.0998, 0.005]","[0.3533, 0.0079]"
NCF,200,1,1024,10.0,,0.001,50,"[3.489, 0.0357]","[0.0326, 0.0014]","[0.0288, 0.0011]","[0.026, 0.001]","[0.0386, 0.0021]","[0.0179, 0.0006]","[0.1437, 0.0041]","[0.0235, 0.0009]","[0.0198, 0.0006]","[0.0166, 0.0005]","[0.0317, 0.0014]","[0.01, 0.0002]","[0.0467, 0.0034]","[0.1664, 0.0062]","[0.21, 0.0068]","[0.2326, 0.0071]","[0.1118, 0.0053]","[0.3511, 0.0079]"
